0.000: (do_step1 step1) [30.000]
0.000: (do_step16 step9) [15.000]
0.000: (do_step16 step8) [15.000]
0.000: (do_step16 step7) [15.000]
0.000: (do_step16 step6) [15.000]
0.000: (do_step16 step5) [15.000]
0.000: (do_step16 step4) [15.000]
0.000: (do_step16 step3) [15.000]
0.000: (do_step16 step20) [15.000]
0.000: (do_step16 step2) [15.000]
0.000: (do_step16 step19) [15.000]
0.000: (do_step16 step18) [15.000]
0.000: (do_step16 step17) [15.000]
0.000: (do_step16 step16) [15.000]
0.000: (do_step16 step15) [15.000]
0.000: (do_step16 step14) [15.000]
0.000: (do_step16 step13) [15.000]
0.000: (do_step16 step12) [15.000]
0.000: (do_step16 step11) [15.000]
30.001: (do_step20 step10) [10.000]
