0.000: (do_step3 step1) [7200.000]
0.000: (do_step10 step2) [172800.000]
0.000: (do_step4 step9) [1800.000]
0.000: (do_step4 step8) [1800.000]
0.000: (do_step4 step7) [1800.000]
0.000: (do_step4 step6) [1800.000]
0.000: (do_step4 step50) [1800.000]
0.000: (do_step4 step5) [1800.000]
0.000: (do_step4 step49) [1800.000]
0.000: (do_step4 step48) [1800.000]
0.000: (do_step4 step47) [1800.000]
0.000: (do_step4 step46) [1800.000]
0.000: (do_step4 step45) [1800.000]
0.000: (do_step4 step44) [1800.000]
0.000: (do_step4 step43) [1800.000]
0.000: (do_step4 step42) [1800.000]
0.000: (do_step4 step41) [1800.000]
0.000: (do_step4 step40) [1800.000]
0.000: (do_step4 step4) [1800.000]
0.000: (do_step4 step39) [1800.000]
0.000: (do_step4 step38) [1800.000]
0.000: (do_step4 step37) [1800.000]
0.000: (do_step4 step36) [1800.000]
0.000: (do_step4 step35) [1800.000]
0.000: (do_step4 step34) [1800.000]
0.000: (do_step4 step33) [1800.000]
0.000: (do_step4 step32) [1800.000]
0.000: (do_step4 step31) [1800.000]
0.000: (do_step4 step30) [1800.000]
0.000: (do_step4 step3) [1800.000]
0.000: (do_step4 step29) [1800.000]
0.000: (do_step4 step28) [1800.000]
0.000: (do_step4 step27) [1800.000]
0.000: (do_step4 step26) [1800.000]
0.000: (do_step4 step25) [1800.000]
0.000: (do_step4 step24) [1800.000]
0.000: (do_step4 step23) [1800.000]
0.000: (do_step4 step22) [1800.000]
0.000: (do_step4 step21) [1800.000]
0.000: (do_step4 step20) [1800.000]
0.000: (do_step4 step19) [1800.000]
0.000: (do_step4 step18) [1800.000]
0.000: (do_step4 step17) [1800.000]
0.000: (do_step4 step16) [1800.000]
0.000: (do_step4 step15) [1800.000]
0.000: (do_step4 step14) [1800.000]
0.000: (do_step4 step13) [1800.000]
0.000: (do_step4 step12) [1800.000]
0.000: (do_step4 step11) [1800.000]
172800.001: (do_step50 step10) [345600.000]
