0.000: (do_step16 step1) [1200.000]
0.000: (do_step19 step9) [30.000]
0.000: (do_step19 step8) [30.000]
0.000: (do_step19 step7) [30.000]
0.000: (do_step19 step6) [30.000]
0.000: (do_step19 step50) [30.000]
0.000: (do_step19 step5) [30.000]
0.000: (do_step19 step49) [30.000]
0.000: (do_step19 step48) [30.000]
0.000: (do_step19 step47) [30.000]
0.000: (do_step19 step46) [30.000]
0.000: (do_step19 step45) [30.000]
0.000: (do_step19 step44) [30.000]
0.000: (do_step19 step43) [30.000]
0.000: (do_step19 step42) [30.000]
0.000: (do_step19 step41) [30.000]
0.000: (do_step19 step40) [30.000]
0.000: (do_step19 step4) [30.000]
0.000: (do_step19 step39) [30.000]
0.000: (do_step19 step38) [30.000]
0.000: (do_step19 step37) [30.000]
0.000: (do_step19 step36) [30.000]
0.000: (do_step19 step35) [30.000]
0.000: (do_step19 step34) [30.000]
0.000: (do_step19 step33) [30.000]
0.000: (do_step19 step32) [30.000]
0.000: (do_step19 step31) [30.000]
0.000: (do_step19 step30) [30.000]
0.000: (do_step19 step3) [30.000]
0.000: (do_step19 step29) [30.000]
0.000: (do_step19 step28) [30.000]
0.000: (do_step19 step27) [30.000]
0.000: (do_step19 step26) [30.000]
0.000: (do_step19 step25) [30.000]
0.000: (do_step19 step24) [30.000]
0.000: (do_step19 step23) [30.000]
0.000: (do_step19 step22) [30.000]
0.000: (do_step19 step21) [30.000]
0.000: (do_step19 step20) [30.000]
0.000: (do_step19 step2) [30.000]
0.000: (do_step19 step19) [30.000]
0.000: (do_step19 step18) [30.000]
0.000: (do_step19 step17) [30.000]
0.000: (do_step19 step16) [30.000]
0.000: (do_step19 step15) [30.000]
0.000: (do_step19 step14) [30.000]
0.000: (do_step19 step13) [30.000]
0.000: (do_step19 step12) [30.000]
0.000: (do_step19 step11) [30.000]
1200.001: (do_step50 step10) [15.000]
