0.000: (do_step50 step1) [600.000]
0.000: (do_step16 step9) [300.000]
0.000: (do_step16 step8) [300.000]
0.000: (do_step16 step7) [300.000]
0.000: (do_step16 step6) [300.000]
0.000: (do_step16 step50) [300.000]
0.000: (do_step16 step5) [300.000]
0.000: (do_step16 step49) [300.000]
0.000: (do_step16 step48) [300.000]
0.000: (do_step16 step47) [300.000]
0.000: (do_step16 step46) [300.000]
0.000: (do_step16 step45) [300.000]
0.000: (do_step16 step44) [300.000]
0.000: (do_step16 step43) [300.000]
0.000: (do_step16 step42) [300.000]
0.000: (do_step16 step41) [300.000]
0.000: (do_step16 step40) [300.000]
0.000: (do_step16 step4) [300.000]
0.000: (do_step16 step39) [300.000]
0.000: (do_step16 step38) [300.000]
0.000: (do_step16 step37) [300.000]
0.000: (do_step16 step36) [300.000]
0.000: (do_step16 step35) [300.000]
0.000: (do_step16 step34) [300.000]
0.000: (do_step16 step33) [300.000]
0.000: (do_step16 step32) [300.000]
0.000: (do_step16 step31) [300.000]
0.000: (do_step16 step30) [300.000]
0.000: (do_step16 step3) [300.000]
0.000: (do_step16 step29) [300.000]
0.000: (do_step16 step28) [300.000]
0.000: (do_step16 step27) [300.000]
0.000: (do_step16 step26) [300.000]
0.000: (do_step16 step25) [300.000]
0.000: (do_step16 step24) [300.000]
0.000: (do_step16 step23) [300.000]
0.000: (do_step16 step22) [300.000]
0.000: (do_step16 step21) [300.000]
0.000: (do_step16 step20) [300.000]
0.000: (do_step16 step2) [300.000]
0.000: (do_step16 step19) [300.000]
0.000: (do_step16 step18) [300.000]
0.000: (do_step16 step17) [300.000]
0.000: (do_step16 step16) [300.000]
0.000: (do_step16 step15) [300.000]
0.000: (do_step16 step14) [300.000]
0.000: (do_step16 step13) [300.000]
0.000: (do_step16 step12) [300.000]
0.000: (do_step16 step11) [300.000]
0.000: (do_step16 step10) [300.000]
