0.000: (do_step37 step1) [604800.000]
0.000: (do_step14 step9) [600.000]
0.000: (do_step14 step8) [600.000]
0.000: (do_step14 step7) [600.000]
0.000: (do_step14 step6) [600.000]
0.000: (do_step14 step50) [600.000]
0.000: (do_step14 step5) [600.000]
0.000: (do_step14 step49) [600.000]
0.000: (do_step14 step48) [600.000]
0.000: (do_step14 step47) [600.000]
0.000: (do_step14 step46) [600.000]
0.000: (do_step14 step45) [600.000]
0.000: (do_step14 step44) [600.000]
0.000: (do_step14 step43) [600.000]
0.000: (do_step14 step42) [600.000]
0.000: (do_step14 step41) [600.000]
0.000: (do_step14 step40) [600.000]
0.000: (do_step14 step4) [600.000]
0.000: (do_step14 step39) [600.000]
0.000: (do_step14 step38) [600.000]
0.000: (do_step14 step37) [600.000]
0.000: (do_step14 step36) [600.000]
0.000: (do_step14 step35) [600.000]
0.000: (do_step14 step34) [600.000]
0.000: (do_step14 step33) [600.000]
0.000: (do_step14 step32) [600.000]
0.000: (do_step14 step31) [600.000]
0.000: (do_step14 step30) [600.000]
0.000: (do_step14 step3) [600.000]
0.000: (do_step14 step29) [600.000]
0.000: (do_step14 step28) [600.000]
0.000: (do_step14 step27) [600.000]
0.000: (do_step14 step26) [600.000]
0.000: (do_step14 step25) [600.000]
0.000: (do_step14 step24) [600.000]
0.000: (do_step14 step23) [600.000]
0.000: (do_step14 step22) [600.000]
0.000: (do_step14 step21) [600.000]
0.000: (do_step14 step20) [600.000]
0.000: (do_step14 step2) [600.000]
0.000: (do_step14 step19) [600.000]
0.000: (do_step14 step18) [600.000]
0.000: (do_step14 step17) [600.000]
0.000: (do_step14 step16) [600.000]
0.000: (do_step14 step15) [600.000]
0.000: (do_step14 step14) [600.000]
0.000: (do_step14 step13) [600.000]
0.000: (do_step14 step12) [600.000]
0.000: (do_step14 step11) [600.000]
604800.001: (do_step50 step10) [1800.000]
